,tconst,averageRating,numVotes,startYear,runtimeMinutes,genres,titleType,primaryTitle,budget,id,popularity,poster_path,production_countries,revenue,overview,production_companies_name
0,tt0042923,6.6,178,1951,90,"Comedy,Drama",movie,Without Leaving an Address,0,162344,1.604,/AffSF0YSLtw76tidUSjk2BpuVpR.jpg,FR,0,"A woman in Paris hires a taxi driver to locate her ex-lover, father to her newborn child, who left her without leaving an address.",[]
1,tt0042923,6.6,178,1951,90,"Comedy,Drama",movie,Without Leaving an Address,0,162344,1.604,/AffSF0YSLtw76tidUSjk2BpuVpR.jpg,FR,0,"A woman in Paris hires a taxi driver to locate her ex-lover, father to her newborn child, who left her without leaving an address.",[]
2,tt0043303,7.2,1563,1951,98,"Comedy,Crime",movie,The Red Inn,0,28190,5.671,/oeQf19yeZBtBPv0qEuCz48qGABV.jpg,FR,0,"A group of travelers, including a monk, stay in a lonely inn in the mountains. The host confesses the monk his habit of serving poisoned soup to the guests, to rob their possessions and to bury them in the backyard.",['Memnon Films']
3,tt0043355,5.8,155,1951,89,Comedy,movie,The Sleepwalker,0,35822,0.876,/1xKtNNNG9UbdhJ4QKQjbhWDHc37.jpg,FR,0,"Victor Boniface's life is not exactly a rest cure. Just imagine: Victor is both a store detective and a ... shoplifter (only when he walks in his sleep, mind you)! And falling in love while sleepwalking is no bed of roses either, as the good-natured man simply forgets everything after waking up. Fortunately love wins the game in the end. Does that mean that life will become as easy as pie ? Certainly not: the little Bonifaces will be sleepwalkers just like their daddy!",[]
4,tt0043577,6.2,552,1951,90,"Comedy,Fantasy",movie,Mr. Peek-a-Boo,0,50444,2.849,/844DQaliV4k6Pwzt4xCSnJnEeiJ.jpg,"IT, FR",0,"A simple civil servant Léon, who has the unusual ability to walk through walls, falls madly in love with a hotel thief by the name of Susan. He poses as Garou-Garou, a dangerous gangster to attempt to woo her affections, but is arrested and sent to jail. While in jail he annoys the guards by walking in and out of his cell, and keeps persuading Susan to cease her criminal way of life. As fundamentally being an honest and law-abiding citizen, he eventually handles back everything he has stolen, is acquitted by the court, and becomes famous and respected. When he learns that Susan is planning to return to England and start a new life, he decides to confess to her his emotions. However, the couple is interrupted by a sudden rush of journalists. Trying to escape in a building, they get cornered on a corridor, and Léon pushes Susan through a nearby wall. But by doing this, he loses his own wall-walking ability, and the film concludes.","['Silver Films', 'Fides', 'Cité Films']"
5,tt0043918,7.6,4732,1952,107,Comedy,movie,The Little World of Don Camillo,0,11972,10.268,/bDbzuBgsgZ5VVljMHNni3gJK9Qx.jpg,"FR, IT",0,"In a village of the Po valley where the earth is hard and life miserly, the priest and the communist mayor are always fighting to be the head of the community. If in secret, they admired and liked each other, politics still divided them as it is dividing the country. And when the mayor wants his ""People's House""; the priest wants his ""Garden City"" for the poor. Division exist between the richest and the poorest, the pious and the atheists and even between lovers. But if the people are hard as the country, they are good in the bottom of there heart.","['Francinex', 'Amato Film', 'Rizzoli Film']"
6,tt0044140,7.0,380,1951,136,Comedy,movie,Topaze,0,67756,1.364,/aSMSx76KxpOvFFsmLAKV3kKrxJP.jpg,FR,0,"Albert Topaze, sincere schoolteacher addicted to ""rote"" morality, works at a private school run by supremely money-grubbing M. Muche, whose daughter, also a teacher, makes cynical use of the knowledge that Topaze loves her. Alas, Topaze's naive honesty brings him unjust dismissal...and makes him fair game for the ""aunt"" of his private pupil, really the mistress of crooked politician Regis, who needs an honest-seeming ""front man."" Can artful Suzy Courtois keep Topaze on the string? With steadily escalating disillusion comes moral crisis...",['Les Films Marcel Pagnol']
7,tt0044441,6.4,277,1953,103,Comedy,movie,The Wild Oat,0,67757,1.304,/5UePpNBO55U3rE1fCSRPE5U1ggp.jpg,"FR, IT",0,"A small village is torn apart by a quarrel between the baker and the italian grocery tenant, mother of a pregnant young girl. She accuses the baker's son, doing his military service in Algeria, to be the father of the would be child. Offended, the baker refuses to deliver bread to the villagers standing on the mother's side.","['Cité Films', 'Fidès', 'Peg Produzione']"
8,tt0044504,6.1,252,1952,87,Comedy,movie,French Touch,0,74754,0.6,/aszUif8gbRsZOXTFsP1yw3y5LQU.jpg,FR,0,"Mario, a bumptious sheep-shearer, discovers he has a inimtable touch that makes women, as well as sheep, swoon at his professional caress. He is soon the most sought-after hairdresser in France and is awarded the Legion of Honor...",['Hoche Productions']
9,tt0044640,6.5,191,1952,100,Drama,movie,Forbidden Fruit,0,95287,2.304,/d4l2Xb0ymRnCOlYNW5Byu9omscB.jpg,FR,0,"A doctor, leading an agreed life of the provincial petty bourgeoisie, falls in love with a young woman. As their relationship deepens, he becomes violently jealous and blames her for her dating and friendships.",['Gray Film']
10,tt0044881,5.4,442,1952,86,"Adventure,Music,Romance",movie,The Girl in the Bikini,0,63891,3.687,/sOVi2VRvsAEWEmOMgd2ubPoHalx.jpg,FR,0,"Gerard, a 25-year-old student, decides to find a treasure Troilus lost in the sea after the Peloponnesian War. His meeting with Manina jeopardises his plans of finding the treasure.",['Sport-Films']
11,tt0045034,7.6,5168,1952,97,"Comedy,Drama,Romance",movie,Le Plaisir,0,43360,5.703,/mIjm3ITT3gSy9cDnqR8OsN1UfOu.jpg,FR,0,"Three stories about the pleasure. The first one is about a man hiding his age behind a mask to keep going to balls and fancying women - pleasure and youth. Then comes the long tale of Mme Tellier taking her girls (whores) to the country for attending her niece's communion - pleasure and purity. And lastly, Jean the painter falling in love with his model - pleasure and death.","['Stera Films', 'Compagnie Commerciale Française Cinématographique (CCFC)', 'C.C.F.C']"
12,tt0045066,6.8,278,1952,95,"Comedy,Drama,Romance",movie,Three Girls from Rome,0,56437,1.607,/w4NyFjfoW5NKZw7XUksHXRgRsxa.jpg,IT,0,Three gorgeous seamstresses meet on the historic steps of the Piazza de Spagna in Rome to discuss one another's love lives.,['Cine Produzione Astoria']
13,tt0045066,6.8,278,1952,95,"Comedy,Drama,Romance",movie,Three Girls from Rome,0,56437,1.607,/w4NyFjfoW5NKZw7XUksHXRgRsxa.jpg,IT,0,Three gorgeous seamstresses meet on the historic steps of the Piazza de Spagna in Rome to discuss one another's love lives.,['Cine Produzione Astoria']
14,tt0045066,6.8,278,1952,95,"Comedy,Drama,Romance",movie,Three Girls from Rome,0,56437,1.607,/w4NyFjfoW5NKZw7XUksHXRgRsxa.jpg,IT,0,Three gorgeous seamstresses meet on the historic steps of the Piazza de Spagna in Rome to discuss one another's love lives.,['Cine Produzione Astoria']
15,tt0045081,7.2,2616,1953,115,Comedy,movie,The Return of Don Camillo,0,11578,4.922,/1WLVZLr4E0J5mGaGWSlv3HjMRkm.jpg,"FR, IT",0,Energetic priest Don Camillo returns to the town of Brescello for more political and personal duels with Communist mayor Peppone.,"['Francinex', 'Rizzoli Film']"
16,tt0045265,6.1,396,1952,85,Comedy,movie,Crazy for Love,0,79044,3.564,/ncSWKKKtpamM1N8eDMYlGs4MbXY.jpg,FR,0,A comedy about a dimwitted man who must obtain a high-school diploma before he can inherit an inn.,['Cité Films']
17,tt0045302,6.8,661,1952,110,"Drama,Thriller",movie,The Truth About Bebe Donge,0,63224,2.545,/dMNnUIzPPgXiV6T3k9Mu5RTqgBN.jpg,FR,0,"François Donge, a rich industrialist and womaniser, meets a girl nicknamed Bébé who he marries. Ten years later, poisoned by his wife and dying in hospital, he recalls his married life and understands how his wife who adored him suffered from his many affairs and indifference.",['Union Générale Cinématographique (UGC)']
18,tt0045525,7.0,175,1954,138,"Crime,Drama",movie,Before the Deluge,0,199431,1.96,/1IpTRtLa0HhtsIKsxQMPt2g5VzN.jpg,"FR, IT",0,"The title of this French ""reality"" drama, which translates to Before the Deluge, is a play on Louis XVI's famous prognostication, ""Apres moi, le deluge."" Set in 1950, the film concentrates on five Parisian adolescents. Certain that the next war will herald the apocalypse, the youngster make plans to run off to a desert island and set up a new society. This, however, will require money, which is why the boys decide to pull off a ""necessary"" robbery. Idealism collapses in the face of cold reality, as the five youths suffer from the consequences of their actions. Avant le Deluge was one of a group of films cowritten by director Andre Cayatte and Charles Spaak which endeavored to explore the touchy social issues of the day: others in the Cayatte-Spaak canon include the euthanasia-themed Justice est Faite and the capital-punishment tract Nous sommes tous des assassins.","['UGC', 'Documento Film']"
19,tt0045525,7.0,175,1954,138,"Crime,Drama",movie,Before the Deluge,0,199431,1.96,/1IpTRtLa0HhtsIKsxQMPt2g5VzN.jpg,"FR, IT",0,"The title of this French ""reality"" drama, which translates to Before the Deluge, is a play on Louis XVI's famous prognostication, ""Apres moi, le deluge."" Set in 1950, the film concentrates on five Parisian adolescents. Certain that the next war will herald the apocalypse, the youngster make plans to run off to a desert island and set up a new society. This, however, will require money, which is why the boys decide to pull off a ""necessary"" robbery. Idealism collapses in the face of cold reality, as the five youths suffer from the consequences of their actions. Avant le Deluge was one of a group of films cowritten by director Andre Cayatte and Charles Spaak which endeavored to explore the touchy social issues of the day: others in the Cayatte-Spaak canon include the euthanasia-themed Justice est Faite and the capital-punishment tract Nous sommes tous des assassins.","['UGC', 'Documento Film']"
20,tt0045661,6.1,518,1953,80,"Crime,Drama,Film-Noir",movie,Cry of the Hunted,0,27560,1.063,/1ZcsGaXzSXZOjtviSaPI2HjzjNG.jpg,US,0,A prison convict escapes through the Louisiana swamps.,['Metro-Goldwyn-Mayer']
21,tt0045695,5.9,181,1953,95,"Comedy,Drama",movie,La domenica della buona gente,0,152881,1.915,/5mgeSXKGrpTXOIfNhxf9qFW7XJM.jpg,IT,0,In the background of the football match Roma - Napoli different stories intertwine.,['Trionfalcine']
22,tt0045730,5.9,298,1953,105,"Comedy,Crime",movie,The Most Wanted Man,0,74764,2.173,/bYr0dRpvhthQSjhAWZQMzyn3Wgy.jpg,"FR, IT",0,"Joe Calvert (Fernadel) is a nearsighted, friendly man who works as a clerk in a large department store, who gets into embarrassing situations when he isn't wearing his glasses. Since Joe works in the department that sells cowboy clothes to kids, his boss is adamant against his wearing glasses as cowboys and glasses don't go together. After a series of near-blind misadventures, Joe is fired. Dejected, he goes to the movies and seats himself next to a dangerous gangster and, when he leaves, takes the man's raincoat. In the subway, on a crowded train, he removes a heavy object from coat pocket. It's a gun and the passengers are in a panic and Joe is arrested, and the police announce they have captured Public Enemy No. 1. The leader's mob, unaware that it isn't their boss the police have, plan an escape, with most of the plans made by gun moll Lola (Zsa Zsa Gabor.) Soon, Joe finds both the police and the gangsters after him.","['Fidès', 'PEG Produzione Films']"
23,tt0045763,5.7,197,1954,97,"Comedy,Musical,Romance",movie,Fireworks,0,6181,1.491,/7EjQFJDs92ZDOjjxBmRtTtLqqlU.jpg,"CH, DE",0,The quiet life of an extended family is shaken up when a circus comes into town.,['N.D.F.-Produktion']
24,tt0045824,6.8,1276,1953,82,"Drama,Film-Noir",movie,The Glass Wall,0,34752,1.929,/fg0Y0KlcmG4ALhecZCQ3y1tCzVD.jpg,US,0,"Peter Kuban, a Hungarian refugee, is about to be deported after jumping ship in New York harbor. He needs to find an ex-G.I. named Tom whom he helped during the war, as Tom can prove Peter's right to legal entry into the United States. If he can't find Tom within 24 hours and prove his case, he will be branded a fugitive and will be permanently disqualified for U.S. citizenship.",['Columbia Pictures']
25,tt0045942,6.2,200,1953,96,"Comedy,Romance",movie,Julietta,0,80749,1.533,/8ygDcq4MRcAUCKIP52sTvSZTm3D.jpg,FR,0,"Julietta is a French comedy comedy romance film from 1953, directed by Marc Allégret, written by Françoise Giroud, starring Dany Robin and Jean Marais. Film was based on a novel of Louise de Vilmorin.","['Indusfilms', 'Panthéon Productions', 'Arca Films']"
26,tt0045942,6.2,200,1953,96,"Comedy,Romance",movie,Julietta,0,80749,1.533,/8ygDcq4MRcAUCKIP52sTvSZTm3D.jpg,FR,0,"Julietta is a French comedy comedy romance film from 1953, directed by Marc Allégret, written by Françoise Giroud, starring Dany Robin and Jean Marais. Film was based on a novel of Louise de Vilmorin.","['Indusfilms', 'Panthéon Productions', 'Arca Films']"
27,tt0046268,8.2,65000,1953,131,"Adventure,Drama,Thriller",movie,The Wages of Fear,0,204,9.529,/dZyZSosIlWcpQkV0f7pXcrV2TQV.jpg,"FR, IT",0,"In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.","['Compagnie Industrielle et Commerciale Cinématographique (CICC)', 'Véra Films', 'Fono Roma', 'Filmsonor']"
28,tt0046292,6.5,1594,1955,97,"Comedy,Drama,Romance",movie,The Sign of Venus,0,56435,4.653,/qR0GFiUNutlGVkBglgWrZvHREWe.jpg,IT,0,"Agnese has many men who woo her and live with her cousin Cesira, who has the opposite problem with men and wishes she would also have men woo her.",['Titanus']
29,tt0046344,5.3,346,1953,103,"Musical,Romance",movie,Sombrero,0,229759,1.301,/vVRT2IFauHLl6nen1gL6xcD260a.jpg,US,0,"Mexican love stories follow a dying man, a bullfighter's sister and lovers from feuding villages.",['Metro-Goldwyn-Mayer']
30,tt0046451,7.7,8378,1954,96,"Crime,Drama",movie,Hands Off the Loot,0,27430,9.584,/svG2UuJ3SPrCp8O0RGPaKbECilq.jpg,"FR, IT",0,"Gentleman gangster Max and his partner, Riton, pull off their last, most successful heist and find themselves comfortable enough to retire in the style they enjoy. However, Max confides the details of the theft to his younger mistress, Josey -- who has secretly taken up with ambitious young rival gangster Angelo. Angelo then has Riton kidnapped and demands the stash of gold as ransom, which threatens Max's dreams of the perfect retirement.","['Del Duca Films', 'Antares Produzione Cinematografica']"
31,tt0046461,6.1,403,1953,116,Adventure,movie,The Three Musketeers,0,67446,6.029,/hwYEhWJICNgj6CyAoIrWbMF5ggz.jpg,"FR, IT",0,Alexandre Dumas's classic tale is one of the most filmed epic adventures...,"['Titanus', 'Pathé Consortium Cinéma', 'P.A.C.', 'Société Générale de Cinématographie (S.G.C.)']"
32,tt0046541,5.4,302,1953,95,Drama,movie,Wenn der weiße Flieder wieder blüht,0,6975,1.4,/aEo1kj13zEd8s1gKmlSXo7Exoms.jpg,DE,0,Married couple Willy and Therese go separate ways. Willy leaves town and returns years later as a famous singer. But Therese is about to marry her best friend Peter. Little does Willy know that he and Therese now have a teenage daughter.,['Berolina']
33,tt0046690,6.8,694,1954,110,"Drama,Sport",movie,Air of Paris,0,60620,1.921,/jDSDiSflI2jUu49zZ9oBGcFyGjz.jpg,"FR, IT",0,"Victor Le Garrec, a former boxer, runs a gym in Paris while dreaming of finding an aspiring champion who will reach the goals he was never able to achieve.","['Les Films Corona', 'Del Duca Films']"
34,tt0046695,6.0,1336,1954,92,"Comedy,Fantasy,Romance",movie,Ali Baba and the Forty Thieves,0,66540,8.068,/314RaBN4qVTQcmbu2kfKVLmdPfY.jpg,FR,0,"A lord’s servant, Ali Baba, is sent to retrieve a slave for his master, but ends up on an adventure filled with gold, mischief, love, and forty famous thieves instead.",['Films du Cyclope']
35,tt0046731,5.5,771,1954,80,"Biography,Drama,History",movie,Attila,0,56290,1.866,/8EgJUFPNLkx1h13ObC18XzGRdVD.jpg,"FR, IT",0,"Attila, the leader of the barbarian Huns and called by the Romans ""The Scourge of God"", sweeps onto the Italian peninsula, defeating all of the armies of Rome, until he and his men reach the gates of the city itself.","['Lux Film', 'Ponti-De Laurentiis Cinematografica', 'Lux Compagnie Cinématographique de France']"
36,tt0046881,7.3,446,1954,107,Drama,movie,Chronicle of Poor Lovers,0,107035,1.83,/6hcNkz8r9mTKHq6NMaEJ0ChSWtn.jpg,IT,0,"In 1925, young Florentine typographer Mario moves to via del Corno to be near his girlfriend Bianca. Here befriends Maciste, his landlord, and Ugo, anti-fascists both of them. After a resident is beaten by the fascists, Mario meets her wife Milena at the hospital, falling in love with her and leaving Bianca. Maciste is killed, again by fascists, while Ugo is wounded and he seeks shelter in a nearby house. Here he falls in love with Gesuina and the two marry. Milena's husband dies, but she and Mario part ways. Later, Mario is arrested by the police.","['Cooperativa Spettatori Produttori Cinematografici', 'Minerva Film']"
37,tt0046881,7.3,446,1954,107,Drama,movie,Chronicle of Poor Lovers,0,107035,1.83,/6hcNkz8r9mTKHq6NMaEJ0ChSWtn.jpg,IT,0,"In 1925, young Florentine typographer Mario moves to via del Corno to be near his girlfriend Bianca. Here befriends Maciste, his landlord, and Ugo, anti-fascists both of them. After a resident is beaten by the fascists, Mario meets her wife Milena at the hospital, falling in love with her and leaving Bianca. Maciste is killed, again by fascists, while Ugo is wounded and he seeks shelter in a nearby house. Here he falls in love with Gesuina and the two marry. Milena's husband dies, but she and Mario part ways. Later, Mario is arrested by the police.","['Cooperativa Spettatori Produttori Cinematografici', 'Minerva Film']"
38,tt0046881,7.3,446,1954,107,Drama,movie,Chronicle of Poor Lovers,0,107035,1.83,/6hcNkz8r9mTKHq6NMaEJ0ChSWtn.jpg,IT,0,"In 1925, young Florentine typographer Mario moves to via del Corno to be near his girlfriend Bianca. Here befriends Maciste, his landlord, and Ugo, anti-fascists both of them. After a resident is beaten by the fascists, Mario meets her wife Milena at the hospital, falling in love with her and leaving Bianca. Maciste is killed, again by fascists, while Ugo is wounded and he seeks shelter in a nearby house. Here he falls in love with Gesuina and the two marry. Milena's husband dies, but she and Mario part ways. Later, Mario is arrested by the police.","['Cooperativa Spettatori Produttori Cinematografici', 'Minerva Film']"
39,tt0046911,8.1,68504,1955,117,"Crime,Drama,Horror",movie,Diabolique,0,827,11.909,/pNcwhz3Eyfn3KQ2XykTozbARMpr.jpg,FR,0,"The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.","['Véra Films', 'Filmsonor']"
40,tt0046998,7.3,4376,1955,102,"Comedy,Drama,Musical",movie,French Cancan,0,45213,4.656,/slIF5i3Mz03I90sqoxj7Xteutyb.jpg,"FR, IT",0,"Nineteenth-century Paris comes vibrantly alive in Jean Renoir’s exhilarating tale of the opening of the world-renowned Moulin Rouge. Jean Gabin plays the wily impresario Danglard, who makes the cancan all the rage while juggling the love of two beautiful women—an Egyptian belly-dancer and a naive working girl turned cancan star.","['Jolly Film', 'Franco London Films']"
41,tt0047024,6.4,244,1954,98,"Comedy,Drama,Romance",movie,Days of Love,0,273607,1.161,/sxn42Yw5e601B3I2zJOKQ3isUhX.jpg,IT,0,"A man and a woman would like to get married, but lack the necessary funds for the traditional ""big"" wedding. Thus they plan to escape to the countryside and ""live in sin"".","['Excelsa Film', 'Minerva Film']"
42,tt0047024,6.4,244,1954,98,"Comedy,Drama,Romance",movie,Days of Love,0,273607,1.161,/sxn42Yw5e601B3I2zJOKQ3isUhX.jpg,IT,0,"A man and a woman would like to get married, but lack the necessary funds for the traditional ""big"" wedding. Thus they plan to escape to the countryside and ""live in sin"".","['Excelsa Film', 'Minerva Film']"
43,tt0047024,6.4,244,1954,98,"Comedy,Drama,Romance",movie,Days of Love,0,273607,1.161,/sxn42Yw5e601B3I2zJOKQ3isUhX.jpg,IT,0,"A man and a woman would like to get married, but lack the necessary funds for the traditional ""big"" wedding. Thus they plan to escape to the countryside and ""live in sin"".","['Excelsa Film', 'Minerva Film']"
44,tt0047024,6.4,244,1954,98,"Comedy,Drama,Romance",movie,Days of Love,0,273607,1.161,/sxn42Yw5e601B3I2zJOKQ3isUhX.jpg,IT,0,"A man and a woman would like to get married, but lack the necessary funds for the traditional ""big"" wedding. Thus they plan to escape to the countryside and ""live in sin"".","['Excelsa Film', 'Minerva Film']"
45,tt0047025,6.5,532,1954,88,"Comedy,Drama",movie,A Day in Court,0,82113,3.8,/ojIEMiMFHliHeALJSGS4A9nD7az.jpg,IT,0,"A day at an Italian trial court, where a magistrate judges a full array of peculiar petty crimes and characters.","['Excelsa Film', 'Documento Film', 'Minerva Film']"
46,tt0047207,5.8,222,1954,110,Drama,movie,Mambo,0,86257,1.861,/bFeLpwUjvoFfo1FfQS7hncRDFRx.jpg,US,0,A young and poor Venetian woman is invited to a masquerade ball by a charming count.,"['Ponti-De Laurentiis Cinematografica', 'Paramount']"
47,tt0047238,7.6,2002,1954,94,Comedy,movie,Miseria e nobiltà,0,58007,6.466,/yOwn3agwatgzHtEGJ8Dda9hANGj.jpg,IT,0,"Eugene, a young nobleman, asks two penniless idlers to impersonate his noble relatives to help him marry Gemma, the daughter of an enriched cook.","['Excelsa Film', 'Minerva Film']"
48,tt0047250,6.7,680,1954,104,Comedy,movie,The Sheep Has Five Legs,0,74810,3.21,/w1yYZadxajnDlP8eEUn9RuXwp0S.jpg,FR,0,"A publicity-minded French mayor reunites quintuplets and their earthy father, all six played by Fernandel.",['Cocinex']
49,tt0047358,5.8,289,1954,102,Comedy,movie,April Fools' Day,0,51840,2.755,/yzqz6HZHK0hI8y2l8iKmQ6JU2tA.jpg,FR,0,"Emile is a good mechanic whose clientele is very loyal. A bit naive, he is bamboozled by a seller who manages to sell him the full trappings of the perfect fisherman. No sooner did he regret that he bought, frightened by his wife's reaction to such expenditure. But he plans to try it ...","['Intermondia Films', 'Victory Film']"
50,tt0047401,6.2,238,1954,106,Drama,movie,Queen Margot,0,68383,1.039,/nIz5K1elU74DONrbf8HeYuRnS5V.jpg,"FR, IT",0,,"['Films Vendôme', 'Lux Compagnie Cinématographique de France']"
51,tt0047408,6.2,1218,1954,115,"Drama,Musical,Romance",movie,Rhapsody,0,109898,4.497,/hlCoTzHXiv9zPjux1z6DvLe6ZgH.jpg,US,0,"A rich, young beauty, Louise Durant, follows the man she loves and hopes to marry to Zurich where he studies violin at the conservatory. A piano student at the conservatory falls madly in love with Louise. The violinist loves his music first and Louise second. The pianist loves Louise first and his music second. Louise must ultimately choose which man she wants.",['Metro-Goldwyn-Mayer']
52,tt0047597,5.8,204,1955,120,"Drama,History",movie,Tower of Nesle,0,79892,2.061,/r3X9jmW5oa4XwpQQbMSnUPwQavK.jpg,"FR, IT",0,"France, the beginning of the XIV century. Every night, Queen Margaret of Burgundy and her two sisters arrange orgies, to which beautiful nobles are invited. The young men were brought blindfolded, and after a night of love they were killed and their corpses thrown into the river, because the queen was afraid that her husband would learn about her adventures. One of her lovers managed to escape death. He knows the secrets of the queen, knows that she once gave birth to a son from him, claims that he has evidence that Margarita wanted to kill her father and blackmails her.","['Film Costellazione', 'Les Films Fernand Rivers']"
53,tt0047871,6.0,557,1955,98,Comedy,movie,The Miller's Beautiful Wife,0,81308,2.438,/hsNRV1o5oqrvOCGjmgoLwShI5zy.jpg,IT,0,"A lecherous governor of Naples in 1680 lusts after the wives of several peasants, particularly after the miller's wife Carmela. The miller himself plans to avenge his honor by seducing the wife of the governor.","['Ponti-De Laurentiis Cinematografica', 'Titanus']"
54,tt0047871,6.0,557,1955,98,Comedy,movie,The Miller's Beautiful Wife,0,81308,2.438,/hsNRV1o5oqrvOCGjmgoLwShI5zy.jpg,IT,0,"A lecherous governor of Naples in 1680 lusts after the wives of several peasants, particularly after the miller's wife Carmela. The miller himself plans to avenge his honor by seducing the wife of the governor.","['Ponti-De Laurentiis Cinematografica', 'Titanus']"
55,tt0047871,6.0,557,1955,98,Comedy,movie,The Miller's Beautiful Wife,0,81308,2.438,/hsNRV1o5oqrvOCGjmgoLwShI5zy.jpg,IT,0,"A lecherous governor of Naples in 1680 lusts after the wives of several peasants, particularly after the miller's wife Carmela. The miller himself plans to avenge his honor by seducing the wife of the governor.","['Ponti-De Laurentiis Cinematografica', 'Titanus']"
56,tt0047871,6.0,557,1955,98,Comedy,movie,The Miller's Beautiful Wife,0,81308,2.438,/hsNRV1o5oqrvOCGjmgoLwShI5zy.jpg,IT,0,"A lecherous governor of Naples in 1680 lusts after the wives of several peasants, particularly after the miller's wife Carmela. The miller himself plans to avenge his honor by seducing the wife of the governor.","['Ponti-De Laurentiis Cinematografica', 'Titanus']"
57,tt0047913,6.3,281,1955,93,Drama,movie,The Little Rebels,0,78179,1.768,/znWjpGEgOqN9fKswvC0q2srj1El.jpg,"FR, IT",0,"Judge Julien Lamy regularly deals with the welfare of children, namely down on their luck delinquents. When an orphan named Alain Robert  burns down a barn belonging to his abusive foster family, Judge Lamy has no choice but to send him to a juvenile jail. There he meets an older boy named Francis Lanoux, who is desperate to escape and be reunited with his girlfriend Sylvette. The boys eventually flee the institution, as Francis goes in search of his lost love and Alain continues looking for his parents. Unfortunately, the little rebels run into some big problems once on the outside.","['Franco London Films', 'Les Films Gibé', 'Continental Produzione']"
58,tt0047982,7.1,617,1956,101,Drama,movie,People of No Importance,0,59496,1.928,/gUDJHSMbPIBpHJuWi41Ij3pq6Pm.jpg,FR,0,"During a stay at a roadside inn, long-distance lorry driver Jean Viard meets a young woman Clothilde who works there. Their friendship soon develops into a passionate love affair, even though Jean is already married and is old enough to be Clothilde’s father. Things take a turn for the worse when Jean loses his job and his wife finds out about his affair. But Clothilde’s predicament is even more distressing...","['Ardennes Films', 'Cocinor', 'Chaillot Films']"
59,tt0048001,5.8,1082,1955,93,Comedy,movie,Doctor at Sea,0,68339,2.216,/pa9gmzyt6d0k0Y1PwMnhSBfTlFD.jpg,GB,0,"The second of the seven ""Doctor"" films, based on Richard Gordon's novels and released between 1954 and 1970. A bachelor doctor goes to sea to escape the boredom of shore practice, but studies the nurses more than medicine, and Brigitte Bardot is around.",[]
60,tt0048002,7.1,2204,1955,97,Comedy,movie,Don Camillo e l'on. Peppone,0,11579,6.225,/tt2nV4pzFzFqBBGBpmfQIbdna4j.jpg,IT,0,"Bewildered, Don Camillo learns that Peppone intends to stand for parliament. Determined to thwart his ambitions, the good priest, ignoring the recommendations of the Lord, decides to campaign against him.",['Rizzoli Film']
61,tt0048005,6.4,266,1954,94,Drama,movie,The River Girl,0,225216,1.831,/qyRq02oKU84pNsB9yISSX7x1Mqk.jpg,"FR, IT",0,"When peasant girl Nives is deserted by smuggler Gino Lodi, she betrays him to the police. Police officer Enzo Cinti, who loves Nives, traces her to the Po River cane-fields, where she is working as a cutter to support herself and an infant son, and warns her that Gino has escaped from prison and is seeking revenge. She rejects his offer to protect her. Gino finds Nives, mourning the drowning death of their son. He surrenders himself to the police and then walks at Nives' side in the funeral procession.","['Ponti-De Laurentiis Cinematografica', 'Excelsa Film', 'Les Films du Centaure']"
62,tt0048006,5.9,344,1955,107,"Comedy,Drama,Romance",movie,Beautiful But Dangerous,0,74213,2.992,/p60AZKZSyRUY03vJvgaaARALDeM.jpg,"FR, IT",0,"Lina, a music hall singer, has fallen in love with Sergei, a Russian prince. Maestro Doria, who gives her voice lessons and who hopes to make her his mistress, takes her to Paris where she becomes the star of the ""Folies-Plastiques"".","['Sédif Productions', 'GE.S.I. Cinematografica']"
63,tt0048011,6.9,174,1955,115,Drama,movie,Black Dossier,0,199252,1.96,/tKJSlJvgbv83185l64lRtmeK4As.jpg,"FR, IT",0,"In the 1950s, in a small provincial town, a young inexperienced judge clashes with an influential notable during an investigation into a suspicious death. His perseverance to get to the truth will cause a huge scandal.","['Spéva Films', 'Rizzoli Film']"
64,tt0048011,6.9,174,1955,115,Drama,movie,Black Dossier,0,199252,1.96,/tKJSlJvgbv83185l64lRtmeK4As.jpg,"FR, IT",0,"In the 1950s, in a small provincial town, a young inexperienced judge clashes with an influential notable during an investigation into a suspicious death. His perseverance to get to the truth will cause a huge scandal.","['Spéva Films', 'Rizzoli Film']"
65,tt0048109,6.3,546,1955,92,"Crime,Drama",movie,Hi-Jack Highway,0,67431,2.352,/kzY10XgEZyGSep65n0hzwJ0blD1.jpg,FR,0,"A trucker encounters a dead body on the road home. He reports the incident to the police, who suspect that Jean was responsible for the death, and his new truck is impounded. To make matters worse, the man's widow accuses him of having robbed her husband, and a gang of sinister crooks are also harassing him.",['Intermondia Films']
